warehouse_id,warehouse_region,capacity_units,fixed_daily_cost_usd
WH-E102752,East,118000,1750
WH-W102753,West,110000,1680
WH-C102754,Central,180000,2600
WH-N102755,North,120000,1800
WH-S102756,South,115000,1700
WH-E102757,East,118000,1750
WH-W102758,West,110000,1680
WH-C102759,Central,180000,2600
WH-N102760,North,120000,1800
WH-S102761,South,115000,1700
WH-E102762,East,118000,1750
WH-W102763,West,110000,1680
WH-C102764,Central,180000,2600
WH-N102765,North,120000,1800
WH-S102766,South,115000,1700
WH-E102767,East,118000,1750
WH-W102768,West,110000,1680
WH-C102769,Central,180000,2600
WH-N102770,North,120000,1800
WH-S102771,South,115000,1700
WH-E102772,East,118000,1750
WH-W102773,West,110000,1680
WH-C102774,Central,180000,2600
WH-N102775,North,120000,1800
WH-S102776,South,115000,1700
WH-E102777,East,118000,1750
WH-W102778,West,110000,1680
WH-C102779,Central,180000,2600
WH-N102780,North,120000,1800
WH-S102781,South,115000,1700
WH-E102782,East,118000,1750
WH-W102783,West,110000,1680
WH-C102784,Central,180000,2600
WH-N102785,North,120000,1800
WH-S102786,South,115000,1700
WH-E102787,East,118000,1750
WH-W102788,West,110000,1680
WH-C102789,Central,180000,2600
WH-N102790,North,120000,1800
WH-S102791,South,115000,1700
WH-E102792,East,118000,1750
WH-W102793,West,110000,1680
WH-C102794,Central,180000,2600
WH-N102795,North,120000,1800
WH-S102796,South,115000,1700
WH-E102797,East,118000,1750
WH-W102798,West,110000,1680
WH-C102799,Central,180000,2600
WH-N102800,North,120000,1800
WH-S102801,South,115000,1700
WH-E102802,East,118000,1750
WH-W102803,West,110000,1680
WH-C102804,Central,180000,2600
WH-N102805,North,120000,1800
WH-S102806,South,115000,1700
WH-E102807,East,118000,1750
WH-W102808,West,110000,1680
WH-C102809,Central,180000,2600
WH-N102810,North,120000,1800
WH-S102811,South,115000,1700
WH-E102812,East,118000,1750
WH-W102813,West,110000,1680
WH-C102814,Central,180000,2600
WH-N102815,North,120000,1800
WH-S102816,South,115000,1700
WH-E102817,East,118000,1750
WH-W102818,West,110000,1680
WH-C102819,Central,180000,2600
WH-N102820,North,120000,1800
WH-S102821,South,115000,1700
WH-E102822,East,118000,1750
WH-W102823,West,110000,1680
WH-C102824,Central,180000,2600
WH-N102825,North,120000,1800
WH-S102826,South,115000,1700
WH-E102827,East,118000,1750
WH-W102828,West,110000,1680
WH-C102829,Central,180000,2600
WH-N102830,North,120000,1800
WH-S102831,South,115000,1700
WH-E102832,East,118000,1750
WH-W102833,West,110000,1680
WH-C102834,Central,180000,2600
WH-N102835,North,120000,1800
WH-S102836,South,115000,1700
WH-E102837,East,118000,1750
WH-W102838,West,110000,1680
WH-C102839,Central,180000,2600
WH-N102840,North,120000,1800
WH-S102841,South,115000,1700
WH-E102842,East,118000,1750
WH-W102843,West,110000,1680
WH-C102844,Central,180000,2600
WH-N102845,North,120000,1800
WH-S102846,South,115000,1700
WH-E102847,East,118000,1750
WH-W102848,West,110000,1680
WH-C102849,Central,180000,2600
WH-N102850,North,120000,1800
WH-S102851,South,115000,1700
WH-E102852,East,118000,1750
WH-W102853,West,110000,1680
WH-C102854,Central,180000,2600
WH-N102855,North,120000,1800
WH-S102856,South,115000,1700
WH-E102857,East,118000,1750
WH-W102858,West,110000,1680
WH-C102859,Central,180000,2600
WH-N102860,North,120000,1800
WH-S102861,South,115000,1700
WH-E102862,East,118000,1750
WH-W102863,West,110000,1680
WH-C102864,Central,180000,2600
WH-N102865,North,120000,1800
WH-S102866,South,115000,1700
WH-E102867,East,118000,1750
WH-W102868,West,110000,1680
WH-C102869,Central,180000,2600
WH-N102870,North,120000,1800
WH-S102871,South,115000,1700
WH-E102872,East,118000,1750
WH-W102873,West,110000,1680
WH-C102874,Central,180000,2600
WH-N102875,North,120000,1800
WH-S102876,South,115000,1700
WH-E102877,East,118000,1750
WH-W102878,West,110000,1680
WH-C102879,Central,180000,2600
WH-N102880,North,120000,1800
WH-S102881,South,115000,1700
WH-E102882,East,118000,1750
WH-W102883,West,110000,1680
WH-C102884,Central,180000,2600
WH-N102885,North,120000,1800
WH-S102886,South,115000,1700
WH-E102887,East,118000,1750
WH-W102888,West,110000,1680
WH-C102889,Central,180000,2600
WH-N102890,North,120000,1800
WH-S102891,South,115000,1700
WH-E102892,East,118000,1750
WH-W102893,West,110000,1680
WH-C102894,Central,180000,2600
WH-N102895,North,120000,1800
WH-S102896,South,115000,1700
WH-E102897,East,118000,1750
WH-W102898,West,110000,1680
WH-C102899,Central,180000,2600
WH-N102900,North,120000,1800
WH-S102901,South,115000,1700
WH-E102902,East,118000,1750
WH-W102903,West,110000,1680
WH-C102904,Central,180000,2600
WH-N102905,North,120000,1800
WH-S102906,South,115000,1700
WH-E102907,East,118000,1750
WH-W102908,West,110000,1680
WH-C102909,Central,180000,2600
WH-N102910,North,120000,1800
WH-S102911,South,115000,1700
WH-E102912,East,118000,1750
WH-W102913,West,110000,1680
WH-C102914,Central,180000,2600
WH-N102915,North,120000,1800
WH-S102916,South,115000,1700
WH-E102917,East,118000,1750
WH-W102918,West,110000,1680
WH-C102919,Central,180000,2600
WH-N102920,North,120000,1800
WH-S102921,South,115000,1700
WH-E102922,East,118000,1750
WH-W102923,West,110000,1680
WH-C102924,Central,180000,2600
WH-N102925,North,120000,1800
WH-S102926,South,115000,1700
WH-E102927,East,118000,1750
WH-W102928,West,110000,1680
WH-C102929,Central,180000,2600
WH-N102930,North,120000,1800
WH-S102931,South,115000,1700
WH-E102932,East,118000,1750
WH-W102933,West,110000,1680
WH-C102934,Central,180000,2600
WH-N102935,North,120000,1800
WH-S102936,South,115000,1700
WH-E102937,East,118000,1750
WH-W102938,West,110000,1680
WH-C102939,Central,180000,2600
WH-N102940,North,120000,1800
WH-S102941,South,115000,1700
WH-E102942,East,118000,1750
WH-W102943,West,110000,1680
WH-C102944,Central,180000,2600
WH-N102945,North,120000,1800
WH-S102946,South,115000,1700
WH-E102947,East,118000,1750
WH-W102948,West,110000,1680
WH-C102949,Central,180000,2600
WH-N102950,North,120000,1800
WH-S102951,South,115000,1700
WH-E102952,East,118000,1750
WH-W102953,West,110000,1680
WH-C102954,Central,180000,2600
WH-N102955,North,120000,1800
WH-S102956,South,115000,1700
WH-E102957,East,118000,1750
WH-W102958,West,110000,1680
WH-C102959,Central,180000,2600
WH-N102960,North,120000,1800
WH-S102961,South,115000,1700
WH-E102962,East,118000,1750
WH-W102963,West,110000,1680
WH-C102964,Central,180000,2600
WH-N102965,North,120000,1800
WH-S102966,South,115000,1700
WH-E102967,East,118000,1750
WH-W102968,West,110000,1680
WH-C102969,Central,180000,2600
WH-N102970,North,120000,1800
WH-S102971,South,115000,1700
WH-E102972,East,118000,1750
WH-W102973,West,110000,1680
WH-C102974,Central,180000,2600
WH-N102975,North,120000,1800
WH-S102976,South,115000,1700
WH-E102977,East,118000,1750
WH-W102978,West,110000,1680
WH-C102979,Central,180000,2600
WH-N102980,North,120000,1800
WH-S102981,South,115000,1700
WH-E102982,East,118000,1750
WH-W102983,West,110000,1680
WH-C102984,Central,180000,2600
WH-N102985,North,120000,1800
WH-S102986,South,115000,1700
WH-E102987,East,118000,1750
WH-W102988,West,110000,1680
WH-C102989,Central,180000,2600
WH-N102990,North,120000,1800
WH-S102991,South,115000,1700
WH-E102992,East,118000,1750
WH-W102993,West,110000,1680
WH-C102994,Central,180000,2600
WH-N102995,North,120000,1800
WH-S102996,South,115000,1700
WH-E102997,East,118000,1750
WH-W102998,West,110000,1680
WH-C102999,Central,180000,2600
WH-N103000,North,120000,1800
WH-S103001,South,115000,1700
WH-E103002,East,118000,1750
WH-W103003,West,110000,1680
WH-C103004,Central,180000,2600
WH-N103005,North,120000,1800
WH-S103006,South,115000,1700
WH-E103007,East,118000,1750
WH-W103008,West,110000,1680
WH-C103009,Central,180000,2600
WH-N103010,North,120000,1800
WH-S103011,South,115000,1700
WH-E103012,East,118000,1750
WH-W103013,West,110000,1680
WH-C103014,Central,180000,2600
WH-N103015,North,120000,1800
WH-S103016,South,115000,1700
WH-E103017,East,118000,1750
WH-W103018,West,110000,1680
WH-C103019,Central,180000,2600
WH-N103020,North,120000,1800
WH-S103021,South,115000,1700
WH-E103022,East,118000,1750
WH-W103023,West,110000,1680
WH-C103024,Central,180000,2600
WH-N103025,North,120000,1800
WH-S103026,South,115000,1700
WH-E103027,East,118000,1750
WH-W103028,West,110000,1680
WH-C103029,Central,180000,2600
WH-N103030,North,120000,1800
WH-S103031,South,115000,1700
WH-E103032,East,118000,1750
WH-W103033,West,110000,1680
WH-C103034,Central,180000,2600
WH-N103035,North,120000,1800
WH-S103036,South,115000,1700
WH-E103037,East,118000,1750
WH-W103038,West,110000,1680
WH-C103039,Central,180000,2600
WH-N103040,North,120000,1800
WH-S103041,South,115000,1700
WH-E103042,East,118000,1750
WH-W103043,West,110000,1680
WH-C103044,Central,180000,2600
WH-N103045,North,120000,1800
WH-S103046,South,115000,1700
WH-E103047,East,118000,1750
WH-W103048,West,110000,1680
WH-C103049,Central,180000,2600
WH-N103050,North,120000,1800
WH-S103051,South,115000,1700
WH-E103052,East,118000,1750
WH-W103053,West,110000,1680
WH-C103054,Central,180000,2600
WH-N103055,North,120000,1800
WH-S103056,South,115000,1700
WH-E103057,East,118000,1750
WH-W103058,West,110000,1680
WH-C103059,Central,180000,2600
WH-N103060,North,120000,1800
WH-S103061,South,115000,1700
WH-E103062,East,118000,1750
WH-W103063,West,110000,1680
WH-C103064,Central,180000,2600
WH-N103065,North,120000,1800
WH-S103066,South,115000,1700
WH-E103067,East,118000,1750
WH-W103068,West,110000,1680
WH-C103069,Central,180000,2600
WH-N103070,North,120000,1800
WH-S103071,South,115000,1700
WH-E103072,East,118000,1750
WH-W103073,West,110000,1680
WH-C103074,Central,180000,2600
WH-N103075,North,120000,1800
WH-S103076,South,115000,1700
WH-E103077,East,118000,1750
WH-W103078,West,110000,1680
WH-C103079,Central,180000,2600
WH-N103080,North,120000,1800
WH-S103081,South,115000,1700
WH-E103082,East,118000,1750
WH-W103083,West,110000,1680
WH-C103084,Central,180000,2600
WH-N103085,North,120000,1800
WH-S103086,South,115000,1700
WH-E103087,East,118000,1750
WH-W103088,West,110000,1680
WH-C103089,Central,180000,2600
WH-N103090,North,120000,1800
WH-S103091,South,115000,1700
WH-E103092,East,118000,1750
WH-W103093,West,110000,1680
WH-C103094,Central,180000,2600
WH-N103095,North,120000,1800
WH-S103096,South,115000,1700
WH-E103097,East,118000,1750
WH-W103098,West,110000,1680
WH-C103099,Central,180000,2600
WH-N103100,North,120000,1800
WH-S103101,South,115000,1700
WH-E103102,East,118000,1750
WH-W103103,West,110000,1680
WH-C103104,Central,180000,2600
WH-N103105,North,120000,1800
WH-S103106,South,115000,1700
WH-E103107,East,118000,1750
WH-W103108,West,110000,1680
WH-C103109,Central,180000,2600
WH-N103110,North,120000,1800
WH-S103111,South,115000,1700
WH-E103112,East,118000,1750
WH-W103113,West,110000,1680
WH-C103114,Central,180000,2600
WH-N103115,North,120000,1800
WH-S103116,South,115000,1700
WH-E103117,East,118000,1750
WH-W103118,West,110000,1680
WH-C103119,Central,180000,2600
WH-N103120,North,120000,1800
WH-S103121,South,115000,1700
WH-E103122,East,118000,1750
WH-W103123,West,110000,1680
WH-C103124,Central,180000,2600
WH-N103125,North,120000,1800
WH-S103126,South,115000,1700
WH-E103127,East,118000,1750
WH-W103128,West,110000,1680
WH-C103129,Central,180000,2600
WH-N103130,North,120000,1800
WH-S103131,South,115000,1700
WH-E103132,East,118000,1750
WH-W103133,West,110000,1680
WH-C103134,Central,180000,2600
WH-N103135,North,120000,1800
WH-S103136,South,115000,1700
WH-E103137,East,118000,1750
WH-W103138,West,110000,1680
WH-C103139,Central,180000,2600
WH-N103140,North,120000,1800
WH-S103141,South,115000,1700
WH-E103142,East,118000,1750
WH-W103143,West,110000,1680
WH-C103144,Central,180000,2600
WH-N103145,North,120000,1800
WH-S103146,South,115000,1700
WH-E103147,East,118000,1750
WH-W103148,West,110000,1680
WH-C103149,Central,180000,2600
WH-N103150,North,120000,1800
WH-S103151,South,115000,1700
WH-E103152,East,118000,1750
WH-W103153,West,110000,1680
WH-C103154,Central,180000,2600
WH-N103155,North,120000,1800
WH-S103156,South,115000,1700
WH-E103157,East,118000,1750
WH-W103158,West,110000,1680
WH-C103159,Central,180000,2600
WH-N103160,North,120000,1800
WH-S103161,South,115000,1700
WH-E103162,East,118000,1750
WH-W103163,West,110000,1680
WH-C103164,Central,180000,2600
WH-N103165,North,120000,1800
WH-S103166,South,115000,1700
WH-E103167,East,118000,1750
WH-W103168,West,110000,1680
WH-C103169,Central,180000,2600
WH-N103170,North,120000,1800
WH-S103171,South,115000,1700
WH-E103172,East,118000,1750
WH-W103173,West,110000,1680
WH-C103174,Central,180000,2600
WH-N103175,North,120000,1800
WH-S103176,South,115000,1700
WH-E103177,East,118000,1750
WH-W103178,West,110000,1680
WH-C103179,Central,180000,2600
WH-N103180,North,120000,1800
WH-S103181,South,115000,1700
WH-E103182,East,118000,1750
WH-W103183,West,110000,1680
WH-C103184,Central,180000,2600
WH-N103185,North,120000,1800
WH-S103186,South,115000,1700
WH-E103187,East,118000,1750
WH-W103188,West,110000,1680
WH-C103189,Central,180000,2600
WH-N103190,North,120000,1800
WH-S103191,South,115000,1700
WH-E103192,East,118000,1750
WH-W103193,West,110000,1680
WH-C103194,Central,180000,2600
WH-N103195,North,120000,1800
WH-S103196,South,115000,1700
WH-E103197,East,118000,1750
WH-W103198,West,110000,1680
WH-C103199,Central,180000,2600
WH-N103200,North,120000,1800
WH-S103201,South,115000,1700
WH-E103202,East,118000,1750
WH-W103203,West,110000,1680
WH-C103204,Central,180000,2600
WH-N103205,North,120000,1800
WH-S103206,South,115000,1700
WH-E103207,East,118000,1750
WH-W103208,West,110000,1680
WH-C103209,Central,180000,2600
WH-N103210,North,120000,1800
WH-S103211,South,115000,1700
WH-E103212,East,118000,1750
WH-W103213,West,110000,1680
WH-C103214,Central,180000,2600
WH-N103215,North,120000,1800
WH-S103216,South,115000,1700
WH-E103217,East,118000,1750
WH-W103218,West,110000,1680
WH-C103219,Central,180000,2600
WH-N103220,North,120000,1800
WH-S103221,South,115000,1700
WH-E103222,East,118000,1750
WH-W103223,West,110000,1680
WH-C103224,Central,180000,2600
WH-N103225,North,120000,1800
WH-S103226,South,115000,1700
WH-E103227,East,118000,1750
WH-W103228,West,110000,1680
WH-C103229,Central,180000,2600
WH-N103230,North,120000,1800
WH-S103231,South,115000,1700
WH-E103232,East,118000,1750
WH-W103233,West,110000,1680
WH-C103234,Central,180000,2600
WH-N103235,North,120000,1800
WH-S103236,South,115000,1700
WH-E103237,East,118000,1750
WH-W103238,West,110000,1680
WH-C103239,Central,180000,2600
WH-N103240,North,120000,1800
WH-S103241,South,115000,1700
WH-E103242,East,118000,1750
WH-W103243,West,110000,1680
WH-C103244,Central,180000,2600
WH-N103245,North,120000,1800
WH-S103246,South,115000,1700
WH-E103247,East,118000,1750
WH-W103248,West,110000,1680
WH-C103249,Central,180000,2600
WH-N103250,North,120000,1800
WH-S103251,South,115000,1700
WH-E103252,East,118000,1750
WH-W103253,West,110000,1680
WH-C103254,Central,180000,2600
WH-N103255,North,120000,1800
WH-S103256,South,115000,1700
WH-E103257,East,118000,1750
WH-W103258,West,110000,1680
WH-C103259,Central,180000,2600
WH-N103260,North,120000,1800
WH-S103261,South,115000,1700
WH-E103262,East,118000,1750
WH-W103263,West,110000,1680
WH-C103264,Central,180000,2600
WH-N103265,North,120000,1800
WH-S103266,South,115000,1700
WH-E103267,East,118000,1750
WH-W103268,West,110000,1680
WH-C103269,Central,180000,2600
WH-N103270,North,120000,1800
WH-S103271,South,115000,1700
WH-E103272,East,118000,1750
WH-W103273,West,110000,1680
WH-C103274,Central,180000,2600
WH-N103275,North,120000,1800
WH-S103276,South,115000,1700
WH-E103277,East,118000,1750
WH-W103278,West,110000,1680
WH-C103279,Central,180000,2600
WH-N103280,North,120000,1800
WH-S103281,South,115000,1700
WH-E103282,East,118000,1750
WH-W103283,West,110000,1680
WH-C103284,Central,180000,2600
WH-N103285,North,120000,1800
WH-S103286,South,115000,1700
WH-E103287,East,118000,1750
WH-W103288,West,110000,1680
WH-C103289,Central,180000,2600
WH-N103290,North,120000,1800
WH-S103291,South,115000,1700
WH-E103292,East,118000,1750
WH-W103293,West,110000,1680
WH-C103294,Central,180000,2600
WH-N103295,North,120000,1800
WH-S103296,South,115000,1700
WH-E103297,East,118000,1750
WH-W103298,West,110000,1680
WH-C103299,Central,180000,2600
WH-N103300,North,120000,1800
WH-S103301,South,115000,1700
WH-E103302,East,118000,1750
WH-W103303,West,110000,1680
WH-C103304,Central,180000,2600
WH-N103305,North,120000,1800
WH-S103306,South,115000,1700
WH-E103307,East,118000,1750
WH-W103308,West,110000,1680
WH-C103309,Central,180000,2600
WH-N103310,North,120000,1800
WH-S103311,South,115000,1700
WH-E103312,East,118000,1750
WH-W103313,West,110000,1680
WH-C103314,Central,180000,2600
WH-N103315,North,120000,1800
WH-S103316,South,115000,1700
WH-E103317,East,118000,1750
WH-W103318,West,110000,1680
WH-C103319,Central,180000,2600
WH-N103320,North,120000,1800
WH-S103321,South,115000,1700
WH-E103322,East,118000,1750
WH-W103323,West,110000,1680
WH-C103324,Central,180000,2600
WH-N103325,North,120000,1800
WH-S103326,South,115000,1700
WH-E103327,East,118000,1750
WH-W103328,West,110000,1680
WH-C103329,Central,180000,2600
WH-N103330,North,120000,1800
WH-S103331,South,115000,1700
WH-E103332,East,118000,1750
WH-W103333,West,110000,1680
WH-C103334,Central,180000,2600
WH-N103335,North,120000,1800
WH-S103336,South,115000,1700
WH-E103337,East,118000,1750
WH-W103338,West,110000,1680
WH-C103339,Central,180000,2600
WH-N103340,North,120000,1800
WH-S103341,South,115000,1700
WH-E103342,East,118000,1750
WH-W103343,West,110000,1680
WH-C103344,Central,180000,2600
WH-N103345,North,120000,1800
WH-S103346,South,115000,1700
WH-E103347,East,118000,1750
WH-W103348,West,110000,1680
WH-C103349,Central,180000,2600
WH-N103350,North,120000,1800
WH-S103351,South,115000,1700
WH-E103352,East,118000,1750
WH-W103353,West,110000,1680
WH-C103354,Central,180000,2600
WH-N103355,North,120000,1800
WH-S103356,South,115000,1700
WH-E103357,East,118000,1750
WH-W103358,West,110000,1680
WH-C103359,Central,180000,2600
WH-N103360,North,120000,1800
WH-S103361,South,115000,1700
WH-E103362,East,118000,1750
WH-W103363,West,110000,1680
WH-C103364,Central,180000,2600
WH-N103365,North,120000,1800
WH-S103366,South,115000,1700
WH-E103367,East,118000,1750
WH-W103368,West,110000,1680
WH-C103369,Central,180000,2600
WH-N103370,North,120000,1800
WH-S103371,South,115000,1700
WH-E103372,East,118000,1750
WH-W103373,West,110000,1680
WH-C103374,Central,180000,2600
WH-N103375,North,120000,1800
WH-S103376,South,115000,1700
WH-E103377,East,118000,1750
WH-W103378,West,110000,1680
WH-C103379,Central,180000,2600
WH-N103380,North,120000,1800
WH-S103381,South,115000,1700
WH-E103382,East,118000,1750
WH-W103383,West,110000,1680
WH-C103384,Central,180000,2600
WH-N103385,North,120000,1800
WH-S103386,South,115000,1700
WH-E103387,East,118000,1750
WH-W103388,West,110000,1680
WH-C103389,Central,180000,2600
WH-N103390,North,120000,1800
WH-S103391,South,115000,1700
WH-E103392,East,118000,1750
WH-W103393,West,110000,1680
WH-C103394,Central,180000,2600
WH-N103395,North,120000,1800
WH-S103396,South,115000,1700
WH-E103397,East,118000,1750
WH-W103398,West,110000,1680
WH-C103399,Central,180000,2600
WH-N103400,North,120000,1800
WH-S103401,South,115000,1700
WH-E103402,East,118000,1750
WH-W103403,West,110000,1680
WH-C103404,Central,180000,2600
WH-N103405,North,120000,1800
WH-S103406,South,115000,1700
WH-E103407,East,118000,1750
WH-W103408,West,110000,1680
WH-C103409,Central,180000,2600
WH-N103410,North,120000,1800
WH-S103411,South,115000,1700
WH-E103412,East,118000,1750
WH-W103413,West,110000,1680
WH-C103414,Central,180000,2600
WH-N103415,North,120000,1800
WH-S103416,South,115000,1700
WH-E103417,East,118000,1750
WH-W103418,West,110000,1680
WH-C103419,Central,180000,2600
WH-N103420,North,120000,1800
WH-S103421,South,115000,1700
WH-E103422,East,118000,1750
WH-W103423,West,110000,1680
WH-C103424,Central,180000,2600
WH-N103425,North,120000,1800
WH-S103426,South,115000,1700
WH-E103427,East,118000,1750
WH-W103428,West,110000,1680
WH-C103429,Central,180000,2600
WH-N103430,North,120000,1800
WH-S103431,South,115000,1700
WH-E103432,East,118000,1750
WH-W103433,West,110000,1680
WH-C103434,Central,180000,2600
WH-N103435,North,120000,1800
WH-S103436,South,115000,1700
WH-E103437,East,118000,1750
WH-W103438,West,110000,1680
WH-C103439,Central,180000,2600
WH-N103440,North,120000,1800
WH-S103441,South,115000,1700
WH-E103442,East,118000,1750
WH-W103443,West,110000,1680
WH-C103444,Central,180000,2600
WH-N103445,North,120000,1800
WH-S103446,South,115000,1700
WH-E103447,East,118000,1750
WH-W103448,West,110000,1680
WH-C103449,Central,180000,2600
WH-N103450,North,120000,1800
WH-S103451,South,115000,1700
WH-E103452,East,118000,1750
WH-W103453,West,110000,1680
WH-C103454,Central,180000,2600
WH-N103455,North,120000,1800
WH-S103456,South,115000,1700
WH-E103457,East,118000,1750
WH-W103458,West,110000,1680
WH-C103459,Central,180000,2600
WH-N103460,North,120000,1800
WH-S103461,South,115000,1700
WH-E103462,East,118000,1750
WH-W103463,West,110000,1680
WH-C103464,Central,180000,2600
WH-N103465,North,120000,1800
WH-S103466,South,115000,1700
WH-E103467,East,118000,1750
WH-W103468,West,110000,1680
WH-C103469,Central,180000,2600
WH-N103470,North,120000,1800
WH-S103471,South,115000,1700
WH-E103472,East,118000,1750
WH-W103473,West,110000,1680
WH-C103474,Central,180000,2600
WH-N103475,North,120000,1800
WH-S103476,South,115000,1700
WH-E103477,East,118000,1750
WH-W103478,West,110000,1680
WH-C103479,Central,180000,2600
WH-N103480,North,120000,1800
WH-S103481,South,115000,1700
WH-E103482,East,118000,1750
WH-W103483,West,110000,1680
WH-C103484,Central,180000,2600
WH-N103485,North,120000,1800
WH-S103486,South,115000,1700
WH-E103487,East,118000,1750
WH-W103488,West,110000,1680
WH-C103489,Central,180000,2600
WH-N103490,North,120000,1800
WH-S103491,South,115000,1700
WH-E103492,East,118000,1750
WH-W103493,West,110000,1680
WH-C103494,Central,180000,2600
WH-N103495,North,120000,1800
WH-S103496,South,115000,1700
WH-E103497,East,118000,1750
WH-W103498,West,110000,1680
WH-C103499,Central,180000,2600
WH-N103500,North,120000,1800
WH-S103501,South,115000,1700
WH-E103502,East,118000,1750
WH-W103503,West,110000,1680
WH-C103504,Central,180000,2600
WH-N103505,North,120000,1800
WH-S103506,South,115000,1700
WH-E103507,East,118000,1750
WH-W103508,West,110000,1680
WH-C103509,Central,180000,2600
WH-N103510,North,120000,1800
WH-S103511,South,115000,1700
WH-E103512,East,118000,1750
WH-W103513,West,110000,1680
WH-C103514,Central,180000,2600
WH-N103515,North,120000,1800
WH-S103516,South,115000,1700
WH-E103517,East,118000,1750
WH-W103518,West,110000,1680
WH-C103519,Central,180000,2600
WH-N103520,North,120000,1800
WH-S103521,South,115000,1700
WH-E103522,East,118000,1750
WH-W103523,West,110000,1680
WH-C103524,Central,180000,2600
WH-N103525,North,120000,1800
WH-S103526,South,115000,1700
WH-E103527,East,118000,1750
WH-W103528,West,110000,1680
WH-C103529,Central,180000,2600
WH-N103530,North,120000,1800
WH-S103531,South,115000,1700
WH-E103532,East,118000,1750
WH-W103533,West,110000,1680
WH-C103534,Central,180000,2600
WH-N103535,North,120000,1800
WH-S103536,South,115000,1700
WH-E103537,East,118000,1750
WH-W103538,West,110000,1680
WH-C103539,Central,180000,2600
WH-N103540,North,120000,1800
WH-S103541,South,115000,1700
WH-E103542,East,118000,1750
WH-W103543,West,110000,1680
WH-C103544,Central,180000,2600
WH-N103545,North,120000,1800
WH-S103546,South,115000,1700
WH-E103547,East,118000,1750
WH-W103548,West,110000,1680
WH-C103549,Central,180000,2600
WH-N103550,North,120000,1800
WH-S103551,South,115000,1700
WH-E103552,East,118000,1750
WH-W103553,West,110000,1680
WH-C103554,Central,180000,2600
WH-N103555,North,120000,1800
WH-S103556,South,115000,1700
WH-E103557,East,118000,1750
WH-W103558,West,110000,1680
WH-C103559,Central,180000,2600
WH-N103560,North,120000,1800
WH-S103561,South,115000,1700
WH-E103562,East,118000,1750
WH-W103563,West,110000,1680
WH-C103564,Central,180000,2600
WH-N103565,North,120000,1800
WH-S103566,South,115000,1700
WH-E103567,East,118000,1750
WH-W103568,West,110000,1680
WH-C103569,Central,180000,2600
WH-N103570,North,120000,1800
WH-S103571,South,115000,1700
WH-E103572,East,118000,1750
WH-W103573,West,110000,1680
WH-C103574,Central,180000,2600
WH-N103575,North,120000,1800
WH-S103576,South,115000,1700
WH-E103577,East,118000,1750
WH-W103578,West,110000,1680
WH-C103579,Central,180000,2600
WH-N103580,North,120000,1800
WH-S103581,South,115000,1700
WH-E103582,East,118000,1750
WH-W103583,West,110000,1680
WH-C103584,Central,180000,2600
WH-N103585,North,120000,1800
WH-S103586,South,115000,1700
WH-E103587,East,118000,1750
WH-W103588,West,110000,1680
WH-C103589,Central,180000,2600
WH-N103590,North,120000,1800
WH-S103591,South,115000,1700
WH-E103592,East,118000,1750
WH-W103593,West,110000,1680
WH-C103594,Central,180000,2600
WH-N103595,North,120000,1800
WH-S103596,South,115000,1700
WH-E103597,East,118000,1750
WH-W103598,West,110000,1680
WH-C103599,Central,180000,2600
WH-N103600,North,120000,1800
WH-S103601,South,115000,1700
WH-E103602,East,118000,1750
WH-W103603,West,110000,1680
WH-C103604,Central,180000,2600
WH-N103605,North,120000,1800
WH-S103606,South,115000,1700
WH-E103607,East,118000,1750
WH-W103608,West,110000,1680
WH-C103609,Central,180000,2600
WH-N103610,North,120000,1800
WH-S103611,South,115000,1700
WH-E103612,East,118000,1750
WH-W103613,West,110000,1680
WH-C103614,Central,180000,2600
WH-N103615,North,120000,1800
WH-S103616,South,115000,1700
WH-E103617,East,118000,1750
WH-W103618,West,110000,1680
WH-C103619,Central,180000,2600
WH-N103620,North,120000,1800
WH-S103621,South,115000,1700
WH-E103622,East,118000,1750
WH-W103623,West,110000,1680
WH-C103624,Central,180000,2600
WH-N103625,North,120000,1800
WH-S103626,South,115000,1700
WH-E103627,East,118000,1750
WH-W103628,West,110000,1680
WH-C103629,Central,180000,2600
WH-N103630,North,120000,1800
WH-S103631,South,115000,1700
WH-E103632,East,118000,1750
WH-W103633,West,110000,1680
WH-C103634,Central,180000,2600
WH-N103635,North,120000,1800
WH-S103636,South,115000,1700
WH-E103637,East,118000,1750
WH-W103638,West,110000,1680
WH-C103639,Central,180000,2600
WH-N103640,North,120000,1800
WH-S103641,South,115000,1700
WH-E103642,East,118000,1750
WH-W103643,West,110000,1680
WH-C103644,Central,180000,2600
WH-N103645,North,120000,1800
WH-S103646,South,115000,1700
WH-E103647,East,118000,1750
WH-W103648,West,110000,1680
WH-C103649,Central,180000,2600
WH-N103650,North,120000,1800
WH-S103651,South,115000,1700
WH-E103652,East,118000,1750
WH-W103653,West,110000,1680
WH-C103654,Central,180000,2600
WH-N103655,North,120000,1800
WH-S103656,South,115000,1700
WH-E103657,East,118000,1750
WH-W103658,West,110000,1680
WH-C103659,Central,180000,2600
WH-N103660,North,120000,1800
WH-S103661,South,115000,1700
WH-E103662,East,118000,1750
WH-W103663,West,110000,1680
WH-C103664,Central,180000,2600
WH-N103665,North,120000,1800
WH-S103666,South,115000,1700
WH-E103667,East,118000,1750
WH-W103668,West,110000,1680
WH-C103669,Central,180000,2600
